timestamp	candidate_id	researcher_model	trap_family	status	score	spread	solvable	cost_usd	per_model_pass	rationale
2026-05-23T14:48:18+00:00	20260523-144723-134	anthropic:claude-opus-4-7	mirrored_text_binding	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0800	{}	Probes a gap between PDF content-stream reading and pure vision OCR: a horizontally-mirrored line carries the binding amount. Text extractors get the codepoints verbatim (CTM flip doesn't change them); vision encoders trained on upright glyphs typically fail on mirrored text. Fair to humans (note tells them to read it). Distinct from rotated_clause (which failed because 90° rotation is common in OCR training); horizontal mirroring is much rarer in training data. Expect Haiku/Flash-lite to fail; 
2026-05-23T14:50:37+00:00	20260523-144818-365	openai:gpt-5	mirrored_footer_notice	keep	0.1735	1.0000	1	2.0550	{"anthropic:claude-haiku-4-5":1.0,"anthropic:claude-opus-4-7":0.0,"anthropic:claude-sonnet-4-6":1.0,"google:gemini-2.5-flash":0.0,"google:gemini-2.5-pro":0.0,"google:gemini-flash-lite-latest":0.0,"openai:gpt-4o":1.0,"openai:gpt-5":1.0}	Targets vision-only OCR weakness on horizontally mirrored text. The binding amount is only present in a mirrored footer notice; humans and text-extraction pipelines can read it, but many VLM vision encoders skip or misread mirrored glyphs. Distinct from small-print/rotation/Unicode traps. Expect weaker models (Haiku, Flash-lite) to fail while stronger (GPT-5/Opus) succeed, producing spread.
2026-05-23T14:51:30+00:00	20260523-145037-027	google:gemini-2.5-pro	stamped_void_override	revert_probe	0.0000	0.0000	1	0.0750	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	A large, semi-transparent 'VOID' stamp visually negates a decoy total. The correct amount is in a separate, less salient text block. This tests a model's ability to interpret visual negation cues (the stamp) and prioritize override clauses over visually prominent but invalidated data. Unlike simple redaction, this combines visual semantics with text reasoning, a novel mechanism not covered by existing traps. Weaker models may ignore the stamp or halt on 'VOID'.
2026-05-23T14:53:05+00:00	20260523-145225-212	anthropic:claude-opus-4-7	checkbox_selection_binding	gate_fail:answerable	0.0000	0.0000	0	0.0800	{}	Targets vision-vs-text grounding: vector-filled checkbox indicates the binding row, but text extraction sees all rows identically. Text-only pipelines and weak VLMs guess; strong VLMs ground in the pixel and see the single filled box. Distinct from small-print, mirrored, rotated, or unicode traps — probes form-field visual semantics. Expect Haiku/Flash-lite to fail; GPT-5/Opus/Gemini-Pro to succeed. | FAIL: only 0/4 verifiers found expected='$1,200.00' in their answers (responses: ['insufficient
2026-05-23T14:54:19+00:00	20260523-145305-231	openai:gpt-5	low_contrast_binding	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets vision-pipeline sensitivity to low-contrast text: the binding amount appears in a very light-gray correction clause while a bold black decoy total is prominent. Text extractors and humans can read the clause; VLMs that downsample/compress often drop near-background text and pick the decoy. Distinct from small-font traps: contrast, not size. Expect Haiku and Gemini Flash to miss; stronger models should resolve it.
2026-05-23T14:55:27+00:00	20260523-145419-134	google:gemini-2.5-pro	z_order_override	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0300	{}	Targets ambiguity resolution between the visual and text layers. A decoy amount is written to the PDF text stream, then the correct amount is written directly on top of it. Text extraction yields a concatenated string of both values (e.g., '$999$100'). Vision sees only the top-most value. This discriminates between models that naively process the extracted text stream vs. those that use vision to see which text is actually visible and override the confusing text-layer result. | FAIL: forbidden_a
2026-05-23T14:56:23+00:00	20260523-145527-948	anthropic:claude-opus-4-7	reversed_word_order_clause	revert_probe	0.0000	0.0000	1	0.1700	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Probes word-order inversion as distinct from glyph mirroring (mirrored_footer_notice). Each glyph is upright and OCR-trivial, but the sentence reads right-to-left at the word level. The question explicitly tells the reader the convention, making it fair. Strong reasoners (GPT-5, Opus, Gemini-Pro) should re-order the tokens and extract the binding amount; weaker models (Haiku, Flash-lite) tend to either pattern-match on the prominent decoy total or fail to recompose the reversed clause.
2026-05-23T14:58:40+00:00	20260523-145623-749	google:gemini-2.5-pro	visual_noise_text_occlusion	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0300	{}	Targets VLM vision pipelines that struggle with text segmentation on noisy backgrounds. A binding clause is rendered in gray text over a field of thousands of light-gray vector noise characters (punctuation). Text extractors read the clause easily. Vision models that downsample may see the text and noise merge into an illegible texture, forcing them to rely on the high-contrast (but incorrect) decoy amount. This tests a novel failure mode distinct from small font size or simple low contrast. | F
2026-05-23T14:59:40+00:00	20260523-145840-001	anthropic:claude-opus-4-7	checkbox_binding_option	revert_probe	0.0000	0.0000	1	0.1700	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Probes vector-shape grounding: only one of three checkbox squares is filled. Text extraction sees identical row labels and an unrelated tiny caption; vision models must visually identify the filled box to pick the right tier. A salient 'list price' decoy at the top anchors weaker VLMs. Previous checkbox attempt failed answerable gate; this fix adds a small in-text caption naming the selected tier so text-only verifiers can resolve it, while keeping the visual cue as the discriminator. Expect Hai
2026-05-23T15:00:40+00:00	20260523-145957-240	anthropic:claude-opus-4-7	diacritic_stacked_amount	gate_fail:answerable	0.0000	0.0000	0	0.0800	{}	Probes a gap between PDF text-stream reading (where combining diacritical marks are separate codepoints trivially stripped) and vision-encoder digit recognition (where stacked marks above digits create out-of-distribution glyph clusters). Distinct from mirrored/rotated/unicode-confusable: those substitute or transform glyphs; this overlays noise on top of valid digits. Fair: instructions tell the reader to ignore diacritics. Expect Flash-lite, Haiku, GPT-4o to misread digits; strong reasoners an
2026-05-23T15:02:06+00:00	20260523-150040-979	openai:gpt-5	locale_number_normalization	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Tests locale-format normalization: the only amount is printed as €12.345,67 with an explicit clause to restate it in US format ($12,345.67). Many VLMs copy the visible string or only swap the currency symbol, missing separator conversion. Distinct from currency_mismatch_conversion (no FX math; pure formatting). Expect weaker/vision-anchored models (e.g., Haiku, Flash-lite) to fail while stronger text-reasoners succeed.
2026-05-23T15:03:02+00:00	20260523-150206-965	google:gemini-2.5-pro	rtl_label_reorder	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0300	{}	Targets vision-vs-text stream discrepancy from Unicode's Bidirectional Algorithm (Bidi). A key label 'Amount A' is constructed from the string 'A [RTL-MARK] Amount', which renders correctly but is logically out-of-order in the text stream. Models relying on vision will read the label correctly and pass. Models that naively process the text stream will fail to match the label referenced in the binding clause, and will likely choose the decoy. This is distinct from existing Unicode traps. | FAIL: 
2026-05-23T15:03:56+00:00	20260523-150302-908	anthropic:claude-opus-4-7	shadow_glyph_overprint	gate_fail:answerable	0.0000	0.0000	0	0.0800	{}	Targets text-extraction-anchored pipelines: two strings (light-gray decoy + black real) overprinted at the same coordinates. Visually only the black is legible (human/vision-fair). Both persist in the PDF text stream, so models that over-trust extracted text see a garbled or decoy value. Distinct from z_order (which used identical positions and failed forbidden_clean) — here digits have equal length so decoy doesn't trivially substring the real answer. Expect text-anchored or weak-vision models 
2026-05-23T15:04:56+00:00	20260523-150356-772	openai:gpt-5	thousands_scale_note	gate_fail:answerable	0.0000	0.0000	0	0.0500	{}	Targets unit-scale normalization: totals shown in USD thousands with an explicit clause to multiply by 1,000. Many VLMs copy the salient printed figure and miss the convention; stronger/text-aware models apply scaling. Distinct from FX/locale traps; probes attention to presentation notes. Expect Haiku/Flash-lite to often return the unscaled $X.Y, while GPT-5/Opus/Gemini-Pro scale correctly. | FAIL: only 0/4 verifiers found expected='$18,400.00' in their answers (responses: ['$18,400', '$18,400',
2026-05-23T15:06:10+00:00	20260523-150456-559	google:gemini-2.5-pro	text_overlay_negation	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0300	{}	Tests if models can interpret text overlaying other text as a visual negation. Simple strikethrough lines are often handled, but a word ('SUPERSEDED') is a more complex semantic cue. Naive text extraction loses the z-order relationship, leading to confusion. This probes the integration of visual layout (overlay) with text semantics, a novel mechanism distinct from existing traps. Expect weaker VLMs to ignore the overlay and pick the prominent decoy. | FAIL: forbidden_answer '$48,123.50' appears 
2026-05-23T15:06:53+00:00	20260523-150610-259	anthropic:claude-opus-4-7	vertical_stacked_amount	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0800	{}	Vertical one-glyph-per-line stacking is an unusual spatial layout that defeats vision models which expect horizontal text runs. Each glyph is upright (unlike rotated/mirrored traps), so OCR per-glyph is trivial — but reconstructing the amount requires recognizing the vertical reading order. Text extractors handle this fine. Expect weak/mid VLMs (Haiku, Flash, Flash-lite, GPT-4o) to skip or mis-concatenate the column and fall back to the decoy; strong reasoners (GPT-5, Sonnet, Opus) to recover. |
2026-05-23T15:07:52+00:00	20260523-150706-979	anthropic:claude-opus-4-7	ligature_split_amount	gate_fail:answerable	0.0000	0.0000	0	0.0800	{}	Targets fullwidth-digit (U+FF10-U+FF19) normalization. Binding AMOUNT DUE uses fullwidth digit glyphs (visually digits); decoys use ASCII. Vision models read pixels and emit ASCII naturally; text-stream-anchored models either echo fullwidth codepoints (failing exact-match) or fall back to nearby ASCII decoys. Distinct from unicode_confusable_total (which swapped a letter in a label between two candidate rows); here digits themselves are non-ASCII. Expect GPT-4o / Flash-lite / Haiku to fail; visi
2026-05-23T15:09:20+00:00	20260523-150752-392	openai:gpt-5	words_over_digits_rule	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets a common real-world rule: “amount in words governs.” The page shows a large numeric TOTAL that contradicts the words. Many VLMs grab the salient digits; stronger models read and apply the policy and parse the words to a number. Distinct from past traps (no Unicode/mirroring/hidden text). Expect Haiku/Flash-lite to overfit to digits; GPT-5/Opus/Gemini-Pro to follow the clause, producing spread.
2026-05-23T15:12:13+00:00	20260523-150920-829	google:gemini-2.5-pro	zero_width_space_split	keep	0.0476	0.8000	1	4.0400	{"anthropic:claude-haiku-4-5":0.8,"anthropic:claude-opus-4-7":0.0,"anthropic:claude-sonnet-4-6":0.0,"google:gemini-2.5-flash":0.7,"google:gemini-2.5-pro":0.5,"google:gemini-flash-lite-latest":0.0,"openai:gpt-4o":0.5,"openai:gpt-5":0.55}	Targets text-extraction pipelines that improperly handle zero-width space characters (U+200B), leading to number fragmentation. The real amount is rendered visually correctly but contains a ZWSP in the text layer. Vision-centric models should read the pixels and succeed. Text-anchored models with brittle pre-processing may fail to parse the real number and fall back to a smaller, intact decoy amount. This is a novel Unicode-based mechanism distinct from visual confusables.
2026-05-23T15:13:20+00:00	20260523-151213-734	anthropic:claude-opus-4-7	barcode_encoded_amount	revert_probe	0.0000	0.0000	1	0.1700	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Novel mechanism: amount encoded as Code 39 barcode bars, with the digits also printed as a standard human-readable line beneath (so humans and text extractors solve it trivially). Vision-only VLMs treat barcodes as low-information texture under downsampling and either hallucinate or fall back to the labeled decoy. Distinct from any prior trap (Unicode/mirror/rotation/small-print/overlay). Expect Haiku, Flash-lite, GPT-4o to fail; GPT-5/Sonnet/Opus to read the printed digit line.
2026-05-23T15:14:47+00:00	20260523-151320-529	openai:gpt-5	fullwidth_digit_decoy	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Probes codepoint-awareness on digits: one TOTAL uses Unicode Fullwidth digits (U+FF10–U+FF19) and is declared non-binding; the correct TOTAL uses ASCII digits. Vision-centric or normalization-heavy pipelines can’t tell and pick the decoy; text-aware models apply the clause. Distinct from unicode_confusable_total (letter in label) and zero_width_space_split (number fragmentation). Expect Gemini Flash/4o to err more than GPT-5/Opus.
2026-05-23T15:15:42+00:00	20260523-151447-650	google:gemini-2.5-pro	kerning_based_misgrouping	revert_probe	0.0000	0.0000	1	0.1200	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets a vision-pipeline failure to group visually distant characters into a single number. The binding amount is rendered with large kerning (character spacing), making it appear as separate digits. A compact decoy total is also present. Models that over-rely on visual grouping may fail, while text-extraction-grounded models will succeed because the underlying text stream is a single, un-spaced string. This is a novel visual parsing challenge, distinct from other traps.
2026-05-23T15:16:49+00:00	20260523-151542-945	anthropic:claude-opus-4-7	page_count_misdirection	revert_probe	0.0000	0.0000	1	0.1700	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets multi-page attention budget: 6-8 page invoices where page 1 shows a salient decoy 'preliminary total' and a clause directs the reader to the final page for the binding amount. Many VLMs allocate disproportionate attention to early pages or truncate at N tokens, so they answer the page-1 decoy. Text-extraction pipelines and careful humans follow the explicit clause. Distinct from all 30 prior attempts (no Unicode/mirror/small-print/overlay tricks) — pure long-document grounding.
2026-05-23T15:17:41+00:00	20260523-151649-356	openai:gpt-5	two_column_binding_total	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets multi-column reading-order weakness: many VLMs read left-to-right and grab the first prominent TOTAL. Here the left column is explicitly non-binding ‘DRAFT’; the right column ‘FINAL SETTLEMENT’ governs. Humans and text extractors can follow the clause; layout-naive models often answer the left decoy. Distinct from small-print/mirroring/unicode/FX traps. Expect Haiku/Gemini-Flash to err; GPT-5/Opus/Sonnet to attend to the binding column.
2026-05-23T15:18:34+00:00	20260523-151741-894	google:gemini-2.5-pro	white_on_white_clause	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0300	{}	Targets models that rely solely on vision vs. those that can extract and reason over the full PDF text stream, including text not visible to the human eye (white text on white background). This probes the model's ability to resolve conflicts when the vision modality provides a strong decoy and the text modality provides a 'hidden' but definitive answer. This is distinct from hidden OCR layers (render mode 3) and low-contrast text. | FAIL: forbidden_answer '$68,123.45' appears in verbose-correct 
2026-05-23T15:19:21+00:00	20260523-151834-897	anthropic:claude-opus-4-7	superscript_digit_amount	gate_fail:answerable	0.0000	0.0000	0	0.0800	{}	Binding amount uses Unicode superscript digit codepoints (U+2070-2079). Text-extraction pipelines see literal digits and normalize trivially; vision encoders see tiny raised glyphs and tend to read them as exponents, footnote markers, or skip them, falling back to a prominent ASCII decoy. Distinct from fullwidth (same-size different codepoints) and from small-print (here size is normal, glyph class is the trap). Expect vision-leaning models (Gemini Flash, Haiku, 4o) to miss; text-aware strong re
2026-05-23T15:20:30+00:00	20260523-151921-328	openai:gpt-5	date_format_disambiguation	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets date-format ambiguity: header shows DD/MM/YYYY while many VLMs default to US month/day and ignore an explicit note. Distinct from currency/locale-number traps; focuses on temporal formatting, not amounts. Expect weaker/vision-anchored models (Haiku, Flash-lite/Flash) to output 2026-03-04-style answers, while stronger text-reasoners follow the note and return the correct ISO date.
2026-05-23T15:21:32+00:00	20260523-152030-765	google:gemini-2.5-pro	columnar_misalignment	revert_probe	0.0000	0.0000	1	0.1200	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets models with weak table-structure understanding. A decoy currency column is placed visually closer to the item labels than the correct, binding currency column. Models that rely on proximity over semantic header-to-column association will pick the decoy. This is a novel test of layout grounding, distinct from simple text-based or visual-corruption traps.
2026-05-23T15:22:03+00:00	20260523-152132-265	anthropic:claude-opus-4-7	handwritten_digit_amount	gate_fail:parseable	0.0000	0.0000	0	0.0800	{}	Targets vision-encoder weakness on cursive/script-font digits. ZapfChancery is a base-14 PDF font, so digits are still ASCII in the text stream (text extractors and strong VLMs that ground in the stream succeed). Vision-anchored models trained mostly on print fonts often misread the cursive figure or skip it, falling back to the typeset decoy. Distinct from small-print, mirror, rotation, unicode, overlay, and barcode traps — this is a font-class trap on otherwise normal-sized, high-contrast, upr
2026-05-23T15:23:59+00:00	20260523-152203-405	openai:gpt-5	wobbled_glyph_amount	revert_probe	0.0000	0.2000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":0.8}	Targets per-glyph rotation (wobble) OCR weakness: each character of the only dollar amount is randomly tilted. Humans and text extractors read it; many VLM vision encoders struggle with per-character transforms not seen in training (distinct from mirrored/rotated blocks). No decoy values avoid forbidden-clean pitfalls. Expect weaker models (Haiku, Flash-lite) to miss; stronger (GPT-5, Opus, Gemini-Pro) to pass.
2026-05-23T15:24:41+00:00	20260523-152359-706	google:gemini-2.5-pro	text_annotation_override	gate_fail:parseable	0.0000	0.0000	0	0.0300	{}	Targets a model's ability to process PDF features beyond the main text stream. A visually prominent decoy total is contradicted by the content of a PDF text annotation (/Annot object, like a sticky note). Weaker models or those with vision-only pipelines may ignore the annotation icon and answer with the decoy. Stronger, multi-modal models should parse the annotation's text content and provide the correct, overriding value. This mechanism is novel and tests metadata integration. | FAIL: generate
2026-05-23T15:25:20+00:00	20260523-152441-277	anthropic:claude-opus-4-7	checksum_digit_rule	gate_fail:lint	0.0000	0.0000	0	0.0800	{}	Novel mechanism: trivial arithmetic disambiguation rule (digit-sum mod N over invoice suffixes) selects which of three legible totals is binding. Distinct from all prior traps — no vision tricks (mirroring/small print/unicode/overlay) and no long-document attention. Pure 'did the model actually perform the 3-digit arithmetic check, or did it anchor on the most prominent number?' Expect Haiku/Flash-lite/4o to anchor on the largest or first total; GPT-5/Opus/Sonnet to verify the rule. | FAIL: ruff
2026-05-23T15:27:23+00:00	20260523-152520-736	openai:gpt-5	split_amount_across_pages	revert_probe	0.0000	0.1000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":0.9}	Targets cross-page integration without tiny text: the binding amount is split across pages as ‘Part 1’ and ‘Part 2’. Many VLMs over-focus on page 1 or fail to compose cross-page fragments, answering the salient decoy total. Text extractors and careful readers easily concatenate the parts. Distinct from existing small-print and split-table traps; it’s a two-part numeric assembly test. Expect Haiku/Flash-lite to miss; stronger models to pass.
2026-05-23T15:28:33+00:00	20260523-152723-149	google:gemini-2.5-pro	color_clause_binding	gate_fail:answerable	0.0000	0.0000	0	0.0300	{}	Targets a model's ability to ground semantic instructions in visual properties. Two totals are displayed, one in red, one in black. A text clause states the black one is binding. Pure text extraction loses color data, making the choice ambiguous. Vision-grounded models must link the word 'black' to the pixels of the correct number to solve the trap. This discriminates between text-only reasoning and true vision-language integration. | FAIL: only 0/4 verifiers found expected='$23,640.10' in their
2026-05-23T15:29:34+00:00	20260523-152833-073	anthropic:claude-opus-4-7	crossed_out_decoy_total	revert_probe	0.0000	0.0000	1	0.1700	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Strike-through is a vector geometric line crossing the digits of the decoy total; replacement is placed adjacent (not overlaid), avoiding forbidden_clean issues that killed text_overlay_negation. A caption resolves it for text-only verifiers. Tests whether vision models register a thin horizontal line over digits as semantic negation. Distinct from overlay-word and overprint mechanisms. Expect weaker/vision-anchored models (Haiku, Flash-lite, GPT-4o) to grab the leftmost number; stronger reasone
2026-05-23T15:30:44+00:00	20260523-152934-666	openai:gpt-5	salient_watermark_decoy	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Targets vision-salience bias: a large rotated watermark with a decoy amount competes against a clearly labeled binding figure. Text-grounded models follow the clause; vision-anchored models often pick the salient big number. Distinct from small-print/mirroring/Unicode; it probes layout salience vs rule following. Expect Gemini-Flash/Haiku to over-index on the watermark; stronger models to read the labeled section.
2026-05-23T15:31:31+00:00	20260523-153044-991	google:gemini-2.5-pro	stamped_redaction_override	gate_fail:forbidden_clean	0.0000	0.0000	0	0.0300	{}	Targets a vision vs. text-stream conflict. A black vector rectangle visually redacts the true binding amount. Vision-centric models will see the redaction and fall back to a prominent decoy. Models that process the underlying PDF text stream will read the 'hidden' text, as it exists un-occluded in the content stream. This is a common real-world document pattern not covered by existing traps like invisible text or low contrast. | FAIL: forbidden_answer '$38,573.27' appears in verbose-correct resp
2026-05-23T15:33:48+00:00	20260523-153131-976	anthropic:claude-opus-4-7	em_dash_minus_sign	keep	0.1846	1.0000	1	4.0900	{"anthropic:claude-haiku-4-5":0.4,"anthropic:claude-opus-4-7":0.0,"anthropic:claude-sonnet-4-6":0.05,"google:gemini-2.5-flash":0.05,"google:gemini-2.5-pro":0.95,"google:gemini-flash-lite-latest":0.0,"openai:gpt-4o":1.0,"openai:gpt-5":1.0}	Novel codepoint trap on sign glyphs (not digits or letters): em-dash/en-dash visually identical to a minus before a number. Distinct from fullwidth/superscript/confusable-letter traps (those swap digit or letter codepoints) and from words-over-digits (no policy on dashes). The printed total is consistent with the clause, so the binding answer is unambiguous. Expect vision-anchored models (Haiku, Flash-lite, GPT-4o) to subtract and return the decoy; codepoint-aware strong models to follow the rul
2026-05-23T15:35:13+00:00	20260523-153348-950	openai:gpt-5	cap_lesser_of_rule	revert_probe	0.0000	0.0000	1	0.1400	{"anthropic:claude-haiku-4-5":1.0,"google:gemini-2.5-flash":1.0}	Tests rule-following vs salience bias without math: payable is the lesser of a prominent TOTAL and a CAP. Many VLMs grab the big TOTAL; careful/text-grounded models follow the clause and pick the minimum. Distinct from unicode/small-print/overlay traps; no arithmetic beyond comparison. Expect Haiku/Gemini-Flash to over-index on the salient TOTAL; stronger models to choose the cap when smaller.
2026-05-23T15:35:55+00:00	20260523-153513-843	google:gemini-2.5-pro	currency_conversion_required	gate_fail:answerable	0.0000	0.0000	0	0.0300	{}	Targets multi-step reasoning failure. Models must identify that line items are in one currency (e.g., EUR), find a binding FX conversion rate in a separate clause, and apply it to calculate the final total in another currency (USD). A prominent decoy total shows the numeric value with the wrong currency symbol, trapping models that perform naive text extraction without executing the required calculation. This is a novel mechanism distinct from visual or simple Unicode traps. | FAIL: only 2/4 ver
